# t_rel rawcounts delta velocity arc_volts torch_on arc_ok
5.504 163955 341 3128.259 0 FALSE NA
5.620 164336 381 3128.259 0 FALSE NA
5.751 164746 410 3128.259 0 FALSE NA
5.874 165143 397 3128.259 0 FALSE NA
6.000 165519 376 3128.259 0 FALSE NA
6.126 165913 394 3134.796 0 FALSE NA
6.244 166292 379 3132.341 0 FALSE NA
6.366 166667 375 3131.524 0 FALSE NA
6.479 167002 335 3128.259 0 FALSE NA
6.593 167362 360 3127.443 0 FALSE NA
6.705 167734 372 3131.524 0 FALSE NA
6.827 168137 403 3121.748 0 FALSE NA
6.959 168528 391 3128.259 0 FALSE NA
7.101 168948 420 3122.56 0 FALSE NA
7.220 169342 394 3128.259 0 FALSE NA
7.340 169705 363 3125 0 FALSE NA
7.457 170083 378 3128.259 0 FALSE NA
7.571 170418 335 3134.796 0 FALSE NA
7.685 170781 363 3128.259 0 FALSE NA
7.800 171175 394 3131.524 0 FALSE NA
7.919 171525 350 3128.259 0 FALSE NA
8.042 171904 379 3128.259 0 FALSE NA
8.164 172283 379 3129.89 0 FALSE NA
8.282 172652 369 3128.259 0 FALSE NA
8.400 173033 381 3128.259 0 FALSE NA
8.522 173421 388 3131.524 0 FALSE NA
8.648 173784 363 3128.259 0 FALSE NA
8.774 174228 444 3128.259 0 FALSE NA
8.909 174619 391 3134.796 0 FALSE NA
9.038 175054 435 3134.796 0 FALSE NA
9.175 175480 426 3128.259 0 FALSE NA
9.308 175861 381 3128.259 0 FALSE NA
9.420 176212 351 3125 0 FALSE NA
9.540 176578 366 3131.524 0 FALSE NA
9.656 176978 400 3128.259 0 FALSE NA
9.786 177363 385 3128.259 0 FALSE NA
9.906 177770 407 3128.259 0 FALSE NA
10.041 178176 406 3128.259 0 FALSE NA
10.172 178577 401 3128.259 0 FALSE NA
10.321 179074 497 3128.259 0 FALSE NA
10.468 179490 416 3128.259 0 FALSE NA
10.586 179897 407 3131.524 0 FALSE NA
10.711 180241 344 3128.259 0 FALSE NA
10.820 180576 335 3128.259 0 FALSE NA
10.926 180926 350 3128.259 0 FALSE NA
11.045 181302 376 3128.259 0 FALSE NA
11.176 181696 394 3131.524 0 FALSE NA
11.293 182056 360 3128.259 0 FALSE NA
11.404 182447 391 3131.524 0 FALSE NA
11.524 182813 366 3131.524 0 FALSE NA
11.641 183170 357 3128.259 0 FALSE NA
11.788 183639 469 3128.259 0 FALSE NA
11.911 184008 369 3131.524 0 FALSE NA
12.023 184352 344 3125 0 FALSE NA
12.136 184734 382 3125 0 FALSE NA
12.264 185109 375 3128.259 0 FALSE NA
12.373 185428 319 3128.259 0 FALSE NA
12.480 185788 360 3125 0 FALSE NA
12.593 186154 366 3128.259 0 FALSE NA
12.723 186595 441 3131.524 0 FALSE NA
12.848 186943 348 3127.443 0 FALSE NA
12.963 187293 350 3125 0 FALSE NA
13.079 187653 360 3128.259 0 FALSE NA
13.187 188022 369 3131.524 0 FALSE NA
13.320 188448 426 3132.341 0 FALSE NA
13.452 188848 400 3128.259 0 FALSE NA
13.584 189226 378 3128.259 0 FALSE NA
13.699 189599 373 3127.443 0 FALSE NA
13.811 189958 359 3131.524 0 FALSE NA
13.935 190390 432 3134.796 0 FALSE NA
14.096 190881 491 3128.259 0 FALSE NA
14.236 191307 426 3128.259 0 FALSE NA
14.358 191676 369 3125 0 FALSE NA
14.487 192086 410 3134.796 0 FALSE NA
14.619 192471 385 3129.89 0 FALSE NA
14.749 192902 431 3131.524 0 FALSE NA
14.883 193350 448 3128.259 0 FALSE NA
15.037 193788 438 3128.259 0 FALSE NA
15.174 194266 478 3125 0 FALSE NA
15.320 194686 420 3125 0 FALSE NA
15.438 195033 347 3131.524 0 FALSE NA
15.549 195415 382 3127.443 0 FALSE NA
15.677 195818 403 3128.259 0 FALSE NA
15.810 196237 419 3131.524 0 FALSE NA
15.937 196647 410 3128.259 0 FALSE NA
16.078 197060 413 3121.748 0 FALSE NA
16.217 197485 425 3128.259 0 FALSE NA
16.337 197873 388 3121.748 0 FALSE NA
16.459 198249 376 3121.748 0 FALSE NA
16.587 198643 394 3128.259 0 FALSE NA
16.718 199053 410 3128.259 0 FALSE NA
16.844 199428 375 3128.259 0 FALSE NA
16.968 199847 419 3134.796 0 FALSE NA
17.102 200239 392 3129.89 0 FALSE NA
17.214 200611 372 3128.259 0 FALSE NA
17.336 201008 397 3125 0 FALSE NA
17.464 201377 369 3125 0 FALSE NA
17.593 201781 404 3128.259 0 FALSE NA
17.718 202156 375 3128.259 0 FALSE NA
17.834 202547 391 3128.259 0 FALSE NA
17.954 202942 395 3122.56 0 FALSE NA
18.115 203426 484 3128.259 0 FALSE NA
18.246 203958 532 3128.259 0 FALSE NA
18.481 204603 645 3131.524 0 FALSE NA
18.618 204981 378 3131.524 0 FALSE NA
18.752 205404 423 3129.89 0 FALSE NA
18.878 205801 397 3128.259 0 FALSE NA
19.003 206204 403 3125 0 FALSE NA
19.128 206583 379 3125 0 FALSE NA
19.243 206993 410 3128.259 0 FALSE NA
19.397 207418 425 3131.524 0 FALSE NA
19.509 207800 382 3131.524 0 FALSE NA
19.637 208163 363 3128.259 0 FALSE NA
19.761 208551 388 3131.524 0 FALSE NA
19.875 208945 394 3128.259 0 FALSE NA
20.004 209333 388 3121.748 0 FALSE NA
20.125 209717 384 3128.259 0 FALSE NA
20.260 210124 407 3128.259 0 FALSE NA
20.383 210512 388 3128.259 0 FALSE NA
20.495 210878 366 3128.259 0 FALSE NA
20.618 211285 407 3128.259 0 FALSE NA
20.753 211648 363 3122.56 0 FALSE NA
20.862 211992 344 3134.796 0 FALSE NA
20.976 212364 372 3131.524 0 FALSE NA
21.101 212808 444 3133.159 0 FALSE NA
21.240 213184 376 3131.524 0 FALSE NA
21.361 213572 388 3128.259 0 FALSE NA
21.470 213938 366 3131.524 0 FALSE NA
21.593 214341 403 3121.748 0 FALSE NA
21.730 214720 379 3125 0 FALSE NA
21.856 215120 400 3131.524 0 FALSE NA
21.992 215555 435 3128.259 0 FALSE NA
22.135 216005 450 3134.796 0 FALSE NA
22.263 216406 401 3125 0 FALSE NA
22.386 216794 388 3128.259 0 FALSE NA
22.534 217263 469 3128.259 0 FALSE NA
22.667 217751 488 3134.796 0 FALSE NA
22.818 218139 388 3128.259 0 FALSE NA
22.935 218527 388 3131.524 0 FALSE NA
23.064 218921 394 3128.259 0 FALSE NA
23.192 219290 369 3121.748 0 FALSE NA
23.310 219659 369 3125 0 FALSE NA
23.432 220060 401 3128.259 0 FALSE NA
23.543 220401 341 3128.259 0 FALSE NA
23.659 220760 359 3134.796 0 FALSE NA
23.772 221095 335 3128.259 0 FALSE NA
23.878 221471 376 3127.443 0 FALSE NA
24.005 221852 381 3125 0 FALSE NA
24.149 222284 432 3128.259 0 FALSE NA
24.271 222675 391 3125 0 FALSE NA
24.387 223050 375 3125 0 FALSE NA
24.515 223482 432 3121.748 0 FALSE NA
24.640 223820 338 3123.373 0 FALSE NA
24.748 224214 394 3128.259 0 FALSE NA
24.884 224608 394 3121.748 0 FALSE NA
25.021 225058 450 3126.628 0 FALSE NA
25.162 225484 426 3121.748 0 FALSE NA
25.303 225928 444 3121.748 0 FALSE NA
25.449 226363 435 3121.748 0 FALSE NA
25.588 226820 457 3127.443 0 FALSE NA
25.728 227251 431 3131.524 0 FALSE NA
25.870 227670 419 3128.259 0 FALSE NA
26.002 228124 454 3128.259 0 FALSE NA
26.157 228584 460 3134.796 0 FALSE NA
26.283 229009 425 3128.259 0 FALSE NA
26.423 229447 438 3126.628 0 FALSE NA
26.563 229854 407 3128.259 0 FALSE NA
26.688 230267 413 3128.259 0 FALSE NA
26.831 230692 425 3128.259 0 FALSE NA
26.965 231099 407 3128.259 0 FALSE NA
27.086 231534 435 3131.524 0 FALSE NA
27.222 231950 416 3128.259 0 FALSE NA
27.368 232372 422 3121.748 0 FALSE NA
27.513 232823 451 3128.259 0 FALSE NA
27.643 233258 435 3125 0 FALSE NA
27.771 233639 381 3128.259 0 FALSE NA
27.897 234037 398 3132.341 0 FALSE NA
28.025 234449 412 3125 0 FALSE NA
28.166 234884 435 3125 0 FALSE NA
28.324 235388 504 3125 0 FALSE NA
28.454 235779 391 3125 0 FALSE NA
28.593 236214 435 3128.259 0 FALSE NA
28.748 236711 497 3128.259 0 FALSE NA
28.895 237143 432 3128.259 0 FALSE NA
29.036 237603 460 3134.796 0 FALSE NA
29.192 238100 497 3131.524 0 FALSE NA
29.333 238607 507 3134.796 0 FALSE NA
29.496 239020 413 3128.259 0 FALSE NA
29.619 239405 385 3128.259 0 FALSE NA
29.749 239843 438 3128.259 0 FALSE NA
29.904 240325 482 3121.748 0 FALSE NA
30.043 240769 444 3125 0 FALSE NA
30.187 241204 435 3121.748 0 FALSE NA
30.307 241554 350 3131.524 0 FALSE NA
30.425 241936 382 3128.259 0 FALSE NA
30.546 242355 419 3128.259 0 FALSE NA
30.690 242787 432 3128.259 0 FALSE NA
30.826 243215 428 3128.259 0 FALSE NA
30.969 243641 426 3128.259 0 FALSE NA
31.132 244148 507 3122.56 0 FALSE NA
31.283 244623 475 3131.524 0 FALSE NA
31.408 245074 451 3131.524 0 FALSE NA
31.572 245549 475 3128.259 0 FALSE NA
31.704 245965 416 3125 0 FALSE NA
31.847 246381 416 3128.259 0 FALSE NA
31.974 246823 442 3127.443 0 FALSE NA
32.122 247304 481 3128.259 0 FALSE NA
32.271 247755 451 3131.524 0 FALSE NA
32.425 248209 454 3341.688 2.645 TRUE NA
32.535 248565 356 3333.333 2.495 TRUE NA
32.652 248955 390 3340.757 2.507 TRUE NA
32.772 249399 444 3330.558 2.507 TRUE NA
32.888 249718 319 3329.634 2.495 TRUE NA
32.991 250715 997 12332.99 114.137 TRUE NA
33.100 252121 1406 12371.13 114.61 TRUE NA
33.220 253500 1379 12383.9 114.768 TRUE NA
33.339 255225 1725 12687.43 118.63 TRUE NA
33.495 257265 2040 12861.74 120.037 TRUE NA
33.657 259250 1985 12834.22 121.766 TRUE NA
33.805 261016 1766 12974.05 122.086 TRUE NA
33.925 262594 1578 12974.05 122.086 TRUE NA
34.057 264207 1613 13197.97 124.863 TRUE NA
34.168 265839 1632 13091.64 122.847 TRUE NA
34.301 267432 1593 13238.29 125.363 TRUE NA
34.424 269073 1641 13257.58 125.602 TRUE NA
34.526 270506 1433 13347.02 126.711 TRUE NA
34.646 271994 1488 13251.78 125.53 TRUE NA
34.766 273886 1892 13443.64 127.909 TRUE NA
34.899 275551 1665 13292.43 126.857 TRUE NA
35.037 277472 1921 13388.26 127.222 TRUE NA
35.178 279089 1617 13415.89 127.565 TRUE NA
35.299 281153 2064 13360.74 126.881 TRUE NA
35.459 282939 1786 13397.13 128.131 TRUE NA
35.578 284539 1600 13429.75 127.737 TRUE NA
35.688 285912 1373 13474.49 127.737 TRUE NA
35.807 287527 1615 13265.31 125.698 TRUE NA
35.905 289078 1551 13306.04 126.203 TRUE NA
36.036 290636 1558 13402.06 126.203 TRUE NA
36.145 292238 1602 13409.96 127.737 TRUE NA
36.270 293791 1553 13513.51 128.775 TRUE NA
36.381 295464 1673 13457.56 128.082 TRUE NA
36.505 297033 1569 13513.51 129.827 TRUE NA
36.647 298859 1826 13539.65 129.1 TRUE NA
36.753 300466 1607 13307.98 126.227 TRUE NA
36.887 302390 1924 13579.05 130.536 TRUE NA
37.023 304090 1700 13645.22 130.004 TRUE NA
37.145 305697 1607 13539.65 129.752 TRUE NA
37.277 307358 1661 13713.08 131.25 TRUE NA
37.388 309075 1717 13684.21 130.892 TRUE NA
37.510 310600 1525 13539.65 129.1 TRUE NA
37.631 312369 1769 13727.56 130.079 TRUE NA
37.746 313861 1492 13409.96 127.015 TRUE NA
37.877 315634 1773 13684.21 130.892 TRUE NA
37.989 317452 1818 13756.61 131.79 TRUE NA
38.129 319078 1626 13698.63 131.071 FALSE NA
38.243 319808 730 3144.654 0 FALSE NA
38.357 320203 395 3127.443 0 FALSE NA
38.492 320613 410 3131.524 0.14 FALSE NA
38.628 321096 483 3141.361 0 FALSE NA
38.771 321472 376 3138.075 0.12 FALSE NA
38.909 321908 436 3147.954 0.242 FALSE NA
39.037 322294 386 3129.89 0 FALSE NA
39.144 322632 338 3138.075 0.12 FALSE NA
39.252 323037 405 3147.128 0.232 FALSE NA
39.389 323428 391 3128.259 0.161 FALSE NA
39.513 323842 414 3128.259 0 FALSE NA
39.635 324193 351 3141.361 0.171 FALSE NA
39.770 324579 386 3138.075 0.12 FALSE NA
39.887 324974 395 3128.259 0 FALSE NA
39.998 325297 323 3144.654 0.202 FALSE NA
40.098 325639 342 3144.654 0 FALSE NA
40.223 326090 451 3131.524 0.242 FALSE NA
40.389 326551 461 3147.954 0 FALSE NA
40.518 326962 411 3141.361 0.161 FALSE NA
40.642 327360 398 3134.796 0.283 FALSE NA
40.784 327808 448 3144.654 0.202 FALSE NA
40.919 328206 398 3131.524 0 FALSE NA
41.043 328567 361 3131.524 0 FALSE NA
41.174 329012 445 3128.259 0 FALSE NA
41.302 329404 392 3144.654 0.202 FALSE NA
41.421 329799 395 3128.259 0 FALSE NA
41.548 330175 376 3128.259 0 FALSE NA
41.676 330551 376 3128.259 0 FALSE NA
41.796 330965 414 3128.259 0 FALSE NA
41.914 331310 345 3128.259 0.161 FALSE NA
